code,population
N24_210," 49,835 "
N24_211," 17,525 "
N24_212," 15,965 "
N24_214," 44,973 "
N24_215," 46,057 "
N24_216," 88,766 "
N24_303," 6,023 "
N24_324," 25,784 "
N24_341," 40,559 "
N24_343," 11,021 "
N24_344," 15,123 "
N24_441," 14,021 "
N24_442," 22,445 "
N24_443," 8,668 "
N24_461," 15,041 "
N24_470," 7,847 "
N24_471," 7,815 "
N24_472," 10,989 "
N24_543," 14,604 "
N24_561," 8,079 "
N24_562," 10,321 "
N25_000," 1,413,610 "
N25_201," 345,070 "
N25_202," 113,647 "
N25_203," 113,636 "
N25_204," 81,122 "
N25_206," 143,913 "
N25_207," 83,236 "
N25_208," 68,820 "
N25_209," 88,358 "
N25_210," 50,513 "
N25_211," 54,460 "
N25_212," 46,377 "
N25_213," 112,819 "
N25_214," 37,225 "
N25_383," 20,964 "
N25_384," 11,789 "
N25_425," 20,893 "
N25_441," 7,132 "
N25_442," 6,362 "
N25_443," 7,274 "
N26_000," 2,578,087 "
N26_100," 1,463,723 "
N26_101," 117,165 "
N26_102," 83,832 "
N26_103," 166,039 "
N26_104," 110,488 "
N26_105," 36,602 "
N26_106," 82,784 "
N26_107," 101,970 "
N26_108," 202,047 "
N26_109," 277,858 "
N26_110," 135,101 "
N26_111," 149,837 "
N26_201," 77,306 "
N26_202," 80,336 "
N26_203," 31,846 "
N26_204," 179,630 "
N26_205," 16,758 "
N26_206," 86,174 "
N26_207," 74,607 "
N26_208," 56,859 "
N26_209," 80,608 "
N26_210," 70,433 "
N26_211," 73,753 "
N26_212," 50,860 "
N26_213," 31,629 "
N26_214," 77,907 "
N26_303," 15,953 "
N26_322," 15,250 "
N26_343," 7,406 "
N26_344," 8,911 "
N26_364," 1,144 "
N26_365," 3,478 "
N26_366," 36,198 "
N26_367," 2,391 "
N26_407," 12,907 "
N26_463," 1,928 "
N26_465," 20,092 "
N27_000," 8,837,685 "
N27_100," 2,752,412 "
N27_102," 107,904 "
N27_103," 79,328 "
N27_104," 65,251 "
N27_106," 105,862 "
N27_107," 80,948 "
N27_108," 62,083 "
N27_109," 82,148 "
N27_111," 75,504 "
N27_113," 95,864 "
N27_114," 177,120 "
N27_115," 84,906 "
N27_116," 127,309 "
N27_117," 89,670 "
N27_118," 169,043 "
N27_119," 110,995 "
N27_120," 153,056 "
N27_121," 127,849 "
N27_122," 106,111 "
N27_123," 183,444 "
N27_124," 112,691 "
N27_125," 120,072 "
N27_126," 192,152 "
N27_127," 139,376 "
N27_128," 103,726 "
N27_140," 826,161 "
N27_141," 148,682 "
N27_142," 121,236 "
N27_143," 85,043 "
N27_144," 135,375 "
N27_145," 138,464 "
N27_146," 159,757 "
N27_147," 37,604 "
N27_202," 190,658 "
N27_203," 401,558 "
N27_204," 104,993 "
N27_205," 385,567 "
N27_206," 74,412 "
N27_207," 352,698 "
N27_208," 84,443 "
N27_209," 143,096 "
N27_210," 397,289 "
N27_211," 287,730 "
N27_212," 264,642 "
N27_213," 100,131 "
N27_214," 108,699 "
N27_215," 229,733 "
N27_216," 101,692 "
N27_217," 117,641 "
N27_218," 119,367 "
N27_219," 184,495 "
N27_220," 136,868 "
N27_221," 68,775 "
N27_222," 108,736 "
N27_223," 119,764 "
N27_224," 87,456 "
N27_225," 55,635 "
N27_226," 63,688 "
N27_227," 493,940 "
N27_228," 60,102 "
N27_229," 55,177 "
N27_230," 75,033 "
N27_231," 58,435 "
N27_232," 51,254 "
N27_301," 30,927 "
N27_321," 18,279 "
N27_322," 9,079 "
N27_341," 16,567 "
N27_361," 43,763 "
N27_362," 8,434 "
N27_366," 14,741 "
N27_381," 13,009 "
N27_382," 15,697 "
N27_383," 4,909 "
N28_000," 5,465,002 "
N28_100," 1,525,152 "
N28_101," 213,562 "
N28_102," 136,747 "
N28_105," 109,144 "
N28_106," 94,791 "
N28_107," 158,719 "
N28_108," 215,302 "
N28_109," 210,492 "
N28_110," 147,518 "
N28_111," 238,877 "
N28_201," 530,495 "
N28_202," 459,593 "
N28_203," 303,601 "
N28_204," 485,587 "
N28_205," 41,236 "
N28_206," 93,922 "
N28_207," 198,138 "
N28_208," 28,355 "
N28_209," 77,489 "
N28_210," 260,878 "
N28_212," 45,892 "
N28_213," 38,673 "
N28_214," 226,432 "
N28_215," 75,294 "
N28_216," 87,722 "
N28_217," 152,321 "
N28_218," 47,562 "
N28_219," 109,238 "
N28_220," 42,700 "
N28_221," 39,611 "
N28_222," 22,129 "
N28_223," 61,471 "
N28_224," 44,137 "
N28_225," 28,989 "
N28_226," 41,967 "
N28_227," 34,819 "
N28_228," 40,645 "
N28_229," 74,316 "
N28_301," 29,680 "
N28_365," 19,261 "
N28_381," 30,268 "
N28_382," 33,604 "
N28_442," 11,231 "
N28_443," 19,377 "
N28_446," 10,616 "
N28_464," 33,477 "
N28_481," 13,879 "
N28_501," 15,863 "
N28_585," 16,064 "
N28_586," 13,318 "
N29_000," 1,324,473 "
N29_201," 354,630 "
N29_202," 61,744 "
N29_203," 83,285 "
N29_204," 63,889 "
N29_205," 120,922 "
N29_206," 54,857 "
N29_207," 27,927 "
N29_208," 24,096 "
N29_209," 116,675 "
N29_210," 78,113 "
N29_211," 36,832 "
N29_212," 28,121 "
N29_322," 3,226 "
N29_342," 18,009 "
N29_343," 23,219 "
N29_344," 27,587 "
N29_345," 7,225 "
N29_361," 8,167 "
N29_362," 6,439 "
N29_363," 31,177 "
N29_385," 1,295 "
N29_386," 1,479 "
N29_401," 6,729 "
N29_402," 5,179 "
N29_424," 21,714 "
N29_425," 24,043 "
N29_426," 33,810 "
N29_427," 17,018 "
N29_441," 6,229 "
N29_442," 16,728 "
N29_443," 5,037 "
N29_444, 623 
N29_446," 1,176 "
N29_447, 357 
N29_449," 3,061 "
N29_450, 753 
N29_451, 444 
N29_452," 1,156 "
N29_453," 1,502 "
N30_000," 922,584 "
N30_201," 356,729 "
N30_202," 48,369 "
N30_203," 60,818 "
N30_204," 26,538 "
N30_205," 23,481 "
N30_206," 69,870 "
N30_207," 27,171 "
N30_208," 58,816 "
N30_209," 53,967 "
N30_304," 8,256 "
N30_341," 15,967 "
N30_343," 3,856 "
N30_344," 2,970 "
N30_361," 11,122 "
N30_362," 6,781 "
N30_366," 25,258 "
N30_381," 6,867 "
N30_382," 7,673 "
N30_383," 5,364 "
N30_390," 7,720 "
N30_391," 11,818 "
N30_392," 9,219 "
N30_401," 20,262 "
N30_404," 15,236 "
N30_406," 3,685 "
N30_421," 14,137 "
N30_422," 2,791 "
N30_424," 2,480 "
N30_427, 404 
N30_428," 14,959 "
N31_000," 553,407 "
N31_201," 188,465 "
N31_202," 147,317 "
N31_203," 46,485 "
N31_204," 32,740 "
N31_302," 10,799 "
N31_325," 2,864 "
N31_328," 6,427 "
N31_329," 15,937 "
N31_364," 6,060 "
N31_370," 16,055 "
N31_371," 16,365 "
N31_372," 14,228 "
N31_384," 3,501 "
N31_386," 15,370 "
N31_389," 10,323 "
N31_390," 10,696 "
N31_401," 4,196 "
N31_402," 2,907 "
N31_403," 2,672 "
N32_000," 671,126 "
N32_201," 203,616 "
N32_202," 54,592 "
N32_203," 172,775 "
N32_204," 45,003 "
N32_205," 32,846 "
N32_206," 37,062 "
N32_207," 22,959 "
N32_209," 36,007 "
N32_343," 11,849 "
N32_386," 4,577 "
N32_441," 3,248 "
N32_448," 4,355 "
N32_449," 10,163 "
N32_501," 6,875 "
N32_505," 6,077 "
N32_525," 2,267 "
N32_526," 2,788 "
N32_527, 634 
N32_528," 13,433 "
N33_000," 1,888,432 "
N33_100," 724,691 "
N33_101," 314,523 "
N33_102," 149,232 "
N33_103," 93,108 "
N33_104," 167,828 "
N33_202," 474,592 "
N33_203," 99,937 "
N33_204," 56,531 "
N33_205," 46,088 "
N33_207," 38,384 "
N33_208," 69,030 "
N33_209," 29,072 "
N33_210," 28,079 "
N33_211," 32,320 "
N33_212," 36,048 "
N33_213," 42,661 "
N33_214," 42,725 "
N33_215," 25,939 "
N33_216," 32,772 "
N33_346," 13,623 "
N33_423," 12,368 "
N33_445," 10,950 "
N33_461," 13,414 "
N33_586, 813 
N33_606," 12,062 "
N33_622," 10,888 "
N33_623," 5,578 "
N33_643," 1,398 "
N33_663," 4,530 "
N33_666," 13,053 "
N33_681," 10,886 "
N34_000," 2,799,702 "
N34_100," 1,200,754 "
N34_101," 142,699 "
N34_102," 119,353 "
N34_103," 145,805 "
N34_104," 190,232 "
N34_105," 247,020 "
N34_106," 138,979 "
N34_107," 77,103 "
N34_108," 139,563 "
N34_202," 214,592 "
N34_203," 23,993 "
N34_204," 90,573 "
N34_205," 131,170 "
N34_207," 460,930 "
N34_208," 37,655 "
N34_209," 50,681 "
N34_210," 33,633 "
N34_211," 26,319 "
N34_212," 196,608 "
N34_213," 114,173 "
N34_214," 26,448 "
N34_215," 21,930 "
N34_302," 51,155 "
N34_304," 29,636 "
N34_307," 22,834 "
N34_309," 12,582 "
N34_368," 5,740 "
N34_369," 17,763 "
N34_431," 7,158 "
N34_462," 15,125 "
N34_545," 8,250 "
N35_000," 1,342,059 "
N35_201," 255,051 "
N35_202," 162,570 "
N35_203," 193,966 "
N35_204," 44,626 "
N35_206," 113,979 "
N35_207," 55,887 "
N35_208," 129,125 "
N35_210," 49,798 "
N35_211," 32,519 "
N35_212," 30,799 "
N35_213," 23,247 "
N35_215," 137,540 "
N35_216," 60,326 "
N35_305," 14,798 "
N35_321," 6,034 "
N35_341," 2,342 "
N35_343," 14,483 "
N35_344," 11,914 "
N35_502," 3,055 "
N36_000," 719,559 "
N36_201," 252,391 "
N36_202," 54,622 "
N36_203," 36,149 "
N36_204," 69,470 "
N36_205," 38,772 "
N36_206," 34,713 "
N36_207," 28,055 "
N36_208," 23,605 "
N36_301," 4,837 "
N36_302," 1,380 "
N36_321," 2,058 "
N36_341," 24,833 "
N36_342," 4,647 "
N36_368," 7,367 "
N36_383," 3,743 "
N36_387," 6,222 "
N36_388," 8,358 "
N36_401," 14,583 "
N36_402," 22,745 "
N36_403," 35,246 "
N36_404," 13,042 "
N36_405," 11,384 "
N36_468," 7,715 "
N36_489," 13,622 "
N37_000," 950,244 "
N37_201," 417,496 "
N37_202," 109,513 "
N37_203," 50,624 "
N37_204," 31,631 "
N37_205," 57,438 "
N37_206," 47,003 "
N37_207," 28,279 "
N37_208," 61,857 "
N37_322," 12,846 "
N37_324," 13,870 "
N37_341," 26,878 "
N37_364," 3,103 "
N37_386," 18,699 "
N37_387," 22,693 "
N37_403," 8,468 "
N37_404," 22,445 "
N37_406," 17,401 "
N38_000," 1,334,841 "
N38_201," 511,192 "
N38_202," 151,672 "
N38_203," 70,809 "
N38_204," 31,987 "
N38_205," 115,938 "
N38_206," 104,791 "
N38_207," 40,575 "
N38_210," 35,133 "
N38_213," 82,754 "
N38_214," 35,388 "
N38_215," 33,903 "
N38_356," 6,509 "
N38_386," 7,404 "
N38_401," 29,630 "
N38_402," 20,480 "
N38_422," 15,322 "
N38_442," 8,397 "
N38_484," 3,674 "
N38_488," 9,682 "
N38_506," 19,601 "
N39_000," 691,527 "
N39_201," 326,545 "
N39_202," 11,742 "
N39_203," 16,243 "
N39_204," 46,664 "
N39_205," 25,732 "
N39_206," 20,590 "
N39_208," 19,033 "
N39_209," 12,388 "
N39_210," 32,694 "
N39_211," 32,207 "
N39_212," 26,513 "
N39_301," 2,194 "
N39_302," 3,034 "
N39_303," 2,498 "
N39_304," 2,370 "
N39_305," 1,146 "
N39_306, 745 
N39_307," 3,694 "
N39_341," 3,261 "
N39_344," 3,252 "
N39_363," 3,753 "
N39_364, 366 
N39_386," 21,374 "
N39_387," 4,827 "
N39_401," 6,002 "
N39_402," 12,323 "
N39_403," 5,187 "
N39_405," 3,307 "
N39_410," 4,812 "
N39_411," 5,291 "
N39_412," 15,607 "
N39_424," 4,434 "
N39_427," 1,437 "
N39_428," 10,262 "
N40_000," 5,135,214 "
N40_100," 939,029 "
N40_101," 93,842 "
N40_103," 80,533 "
N40_105," 57,494 "
N40_106," 183,407 "
N40_107," 209,028 "
N40_108," 64,792 "
N40_109," 249,933 "
N40_130," 1,612,392 "
N40_131," 322,503 "
N40_132," 252,034 "
N40_133," 205,501 "
N40_134," 265,583 "
N40_135," 212,579 "
N40_136," 132,864 "
N40_137," 221,328 "
N40_202," 111,281 "
N40_203," 303,316 "
N40_204," 56,212 "
N40_205," 126,364 "
N40_206," 46,203 "
N40_207," 64,475 "
N40_210," 60,608 "
N40_211," 48,827 "
N40_212," 32,988 "
N40_213," 71,426 "
N40_214," 24,391 "
N40_215," 40,362 "
N40_216," 59,360 "
N40_217," 103,311 "
N40_218," 111,023 "
N40_219," 102,085 "
N40_220," 97,095 "
N40_221," 73,164 "
N40_223," 58,786 "
N40_224," 67,033 "
N40_225," 27,981 "
N40_226," 26,298 "
N40_227," 35,473 "
N40_228," 50,273 "
N40_229," 35,861 "
N40_230," 98,877 "
N40_231," 50,112 "
N40_341," 37,671 "
N40_342," 31,209 "
N40_343," 46,377 "
N40_344," 28,628 "
N40_345," 32,927 "
N40_348," 9,068 "
N40_349," 48,190 "
N40_381," 13,545 "
N40_382," 28,114 "
N40_383," 31,007 "
N40_384," 18,723 "
N40_401," 7,151 "
N40_402," 15,080 "
N40_421," 12,878 "
N40_447," 29,591 "
N40_448," 1,899 "
N40_503," 15,521 "
N40_522," 13,820 "
N40_544," 19,969 "
N40_601," 10,191 "
N40_602," 8,801 "
N40_604," 8,407 "
N40_605," 15,176 "
N40_608," 5,008 "
N40_609," 2,774 "
N40_610," 21,398 "
N40_621," 37,684 "
N40_625," 18,825 "
N40_642," 6,536 "
N40_646," 7,251 "
N40_647," 17,189 "
N41_000," 811,442 "
N41_201," 233,301 "
N41_202," 117,373 "
N41_203," 74,196 "
N41_204," 18,295 "
N41_205," 52,629 "
N41_206," 47,914 "
N41_207," 27,892 "
N41_208," 43,952 "
N41_209," 25,848 "
N41_210," 31,022 "
N41_327," 16,323 "
N41_341," 17,250 "
N41_345," 9,286 "
N41_346," 25,511 "
N41_387," 5,609 "
N41_401," 19,010 "
N41_423," 6,293 "
N41_424," 9,566 "
N41_425," 22,051 "
N41_441," 8,121 "
N42_000," 1,312,317 "
N42_201," 409,118 "
N42_202," 243,223 "
N42_203," 43,338 "
N42_204," 133,852 "
N42_205," 95,397 "
N42_207," 29,365 "
N42_208," 21,271 "
N42_209," 28,502 "
N42_210," 24,948 "
N42_211," 34,391 "
N42_212," 26,275 "
N42_213," 41,096 "
N42_214," 42,330 "
N42_307," 40,780 "
N42_308," 29,339 "
N42_321," 7,721 "
N42_322," 13,377 "
N42_323," 14,291 "
N42_383," 2,288 "
N42_391," 13,912 "
N42_411," 17,503 "
N43_000," 1,738,301 "
N43_100," 738,865 "
N43_101," 187,502 "
N43_102," 189,524 "
N43_103," 91,177 "
N43_104," 130,829 "
N43_105," 139,833 "
N43_202," 123,067 "
N43_203," 31,108 "
N43_204," 50,832 "
N43_205," 23,557 "
N43_206," 64,292 "
N43_208," 49,025 "
N43_210," 46,416 "
N43_211," 36,122 "
N43_212," 24,563 "
N43_213," 57,032 "
N43_214," 24,930 "
N43_215," 75,783 "
N43_216," 61,772 "
N43_348," 9,392 "
N43_364," 5,045 "
N43_367," 8,979 "
N43_368," 15,372 "
N43_369," 9,342 "
N43_403," 35,187 "
N43_404," 43,337 "
N43_423," 3,750 "
N43_424," 6,590 "
N43_425," 1,382 "
N43_428," 5,789 "
N43_432," 6,426 "
N43_433," 9,836 "
N43_441," 16,303 "
N43_442," 9,547 "
N43_443," 32,510 "
N43_444," 10,132 "
N43_447," 13,503 "
N43_468," 11,094 "
N43_482," 15,681 "
N43_484," 4,254 "
N43_501," 10,288 "
N43_505," 9,076 "
N43_506," 3,627 "
N43_507," 2,033 "
N43_510," 4,070 "
N43_511, 931 
N43_512," 3,238 "
N43_513," 2,433 "
N43_514," 14,676 "
N43_531," 7,114 "
N44_000," 1,123,852 "
N44_201," 475,614 "
N44_202," 115,321 "
N44_203," 82,863 "
N44_204," 62,657 "
N44_205," 66,851 "
N44_206," 36,158 "
N44_207," 16,100 "
N44_208," 20,332 "
N44_209," 22,112 "
N44_210," 27,999 "
N44_211," 52,771 "
N44_212," 33,695 "
N44_213," 32,772 "
N44_214," 26,232 "
N44_322," 1,725 "
N44_341," 27,723 "
N44_461," 8,541 "
N44_462," 14,386 "
N45_000," 1,069,576 "
N45_201," 401,339 "
N45_202," 160,640 "
N45_203," 118,394 "
N45_204," 50,848 "
N45_205," 43,670 "
N45_206," 59,629 "
N45_207," 16,822 "
N45_208," 28,610 "
N45_209," 17,638 "
N45_341," 25,591 "
N45_361," 8,639 "
N45_382," 18,398 "
N45_383," 6,934 "
N45_401," 19,922 "
N45_402," 16,564 "
N45_403," 1,000 "
N45_404," 4,895 "
N45_405," 15,194 "
N45_406," 9,906 "
N45_421," 17,379 "
N45_429," 1,486 "
N45_430," 2,503 "
N45_431," 4,826 "
N45_441," 11,642 "
N45_442," 3,635 "
N45_443," 3,472 "
N46_000," 1,588,256 "
N46_201," 593,128 "
N46_203," 101,096 "
N46_204," 20,033 "
N46_206," 19,270 "
N46_208," 51,994 "
N46_210," 39,011 "
N46_213," 14,708 "
N46_214," 13,819 "
N46_215," 92,403 "
N46_216," 47,153 "
N46_217," 33,310 "
N46_218," 123,135 "
N46_219," 27,490 "
N46_220," 32,887 "
N46_221," 29,329 "
N46_222," 41,390 "
N46_223," 33,080 "
N46_224," 24,453 "
N46_225," 76,348 "
N46_303, 405 
N46_304, 740 
N46_392," 20,243 "
N46_404," 9,705 "
N46_452," 9,119 "
N46_468," 12,385 "
N46_482," 6,237 "
N46_490," 6,944 "
N46_491," 6,481 "
N46_492," 14,227 "
N46_501," 7,539 "
N46_502," 5,445 "
N46_505," 11,858 "
N46_523," 1,364 "
N46_524," 1,621 "
N46_525," 8,546 "
N46_527," 5,817 "
N46_529," 6,629 "
N46_530," 10,147 "
N46_531," 5,517 "
N46_532," 6,139 "
N46_533," 6,246 "
N46_534," 5,750 "
N46_535," 5,115 "
N47_000," 1,467,480 "
N47_201," 317,625 "
N47_205," 100,125 "
N47_207," 47,637 "
N47_208," 115,690 "
N47_209," 63,554 "
N47_210," 61,007 "
N47_211," 142,752 "
N47_212," 64,612 "
N47_213," 125,303 "
N47_214," 52,931 "
N47_215," 44,043 "
N47_301," 4,517 "
N47_302," 3,092 "
N47_303," 1,598 "
N47_306," 8,894 "
N47_308," 12,530 "
N47_311," 10,869 "
N47_313," 5,833 "
N47_314," 10,806 "
N47_315," 4,118 "
N47_324," 41,206 "
N47_325," 13,521 "
N47_326," 28,201 "
N47_327," 17,969 "
N47_328," 22,157 "
N47_329," 34,984 "
N47_348," 19,695 "
N47_350," 40,440 "
N47_353, 718 
N47_354, 892 
N47_355, 683 
N47_356, 346 
N47_357," 1,285 "
N47_358, 590 
N47_359," 1,126 "
N47_360," 1,322 "
N47_361," 7,192 "
N47_362," 30,941 "
N47_375," 1,058 "
N47_381," 3,942 "
N47_382," 1,676 "
